 L        TxT           TxW1          TxW2          TxW3          TxW4          TxW5          TxW6          TxW7          TxW8          TxW9         TxW10         W1xW1         W1xW2         W1xW3         W1xW4         W1xW5         W1xW6         W1xW7         W1xW8         W1xW9         W1xW10        W2xW2         W2xW3         W2xW4         W2xW5         W2xW6         W2xW7         W2xW8         W2xW9         W2xW10        W3xW3         W3xW4         W3xW5         W3xW6         W3xW7         W3xW8         W3xW9         W3xW10        W4xW4         W4xW5         W4xW6         W4xW7         W4xW8         W4xW9         W4xW10        W5xW5         W5xW6         W5xW7         W5xW8         W5xW9         W5xW10        W6xW6         W6xW7         W6xW8         W6xW9         W6xW10        W7xW7         W7xW8         W7xW9         W7xW10        W8xW8         W8xW9         W8xW10        W9xW9         W9xW10       W10xW10      
223   9.752061e-14  2.372942e-13  4.152947e-13  4.763741e-13  4.924937e-13  4.914059e-13  4.904302e-13  4.936633e-13  4.912782e-13  4.723748e-13  4.090452e-13  1.394499e-06  6.910331e-07  1.480282e-07  2.104930e-08  2.068697e-09  1.316166e-10  4.760298e-12  1.214954e-13  5.513559e-15 -8.184945e-13  1.781866e-06  1.114291e-06  3.618820e-07  7.247061e-08  9.094427e-09  6.550760e-10  2.135920e-11  1.664209e-13  1.108558e-12  1.724747e-06  1.179547e-06  4.485607e-07  1.008690e-07  1.280306e-08  7.533231e-10  1.277395e-11  6.637537e-13  1.584691e-06  1.117556e-06  4.474199e-07  9.873676e-08  1.015186e-08  3.139182e-10  4.920884e-13  1.433648e-06  1.026764e-06  4.011370e-07  7.334581e-08  4.171070e-09  1.924651e-11  1.321578e-06  9.364419e-07  3.166894e-07  3.467348e-08  3.591332e-10  1.243798e-06  8.252952e-07  1.894069e-07  4.867292e-09  1.164515e-06  6.370978e-07  4.804772e-08  1.022327e-06  3.088138e-07  6.099951e-07
224   9.662279e-14  2.328111e-13  4.084237e-13  4.688338e-13  4.854158e-13  4.841891e-13  4.825135e-13  4.853537e-13  4.832494e-13  4.653726e-13  4.038298e-13  1.382955e-06  6.858985e-07  1.468550e-07  2.087562e-08  2.054798e-09  1.309504e-10  4.735655e-12  1.198665e-13  5.296460e-15 -7.896305e-13  1.768104e-06  1.105033e-06  3.592186e-07  7.206408e-08  9.050902e-09  6.514394e-10  2.120245e-11  1.655324e-13  1.205586e-12  1.711630e-06  1.172384e-06  4.463558e-07  1.003698e-07  1.272461e-08  7.475423e-10  1.266446e-11  6.950036e-13  1.576741e-06  1.112229e-06  4.449801e-07  9.807111e-08  1.007097e-08  3.112888e-10  4.755707e-13  1.426114e-06  1.020363e-06  3.981859e-07  7.274715e-08  4.136943e-09  1.910631e-11  1.312166e-06  9.290682e-07  3.140858e-07  3.439942e-08  3.567683e-10  1.233644e-06  8.186252e-07  1.879880e-07  4.837229e-09  1.155590e-06  6.327136e-07  4.777651e-08  1.016197e-06  3.073078e-07  6.076290e-07
225   9.572665e-14  2.284235e-13  4.016940e-13  4.614287e-13  4.784760e-13  4.771352e-13  4.747763e-13  4.772134e-13  4.753595e-13  4.584717e-13  3.986873e-13  1.371544e-06  6.808286e-07  1.456955e-07  2.070325e-08  2.040958e-09  1.302880e-10  4.711308e-12  1.182042e-13  5.122783e-15 -7.606332e-13  1.754512e-06  1.095855e-06  3.565691e-07  7.165920e-08  9.007809e-09  6.478670e-10  2.104848e-11  1.647675e-13  1.301513e-12  1.698588e-06  1.165249e-06  4.441650e-07  9.987766e-08  1.264764e-08  7.418619e-10  1.255618e-11  7.266787e-13  1.568834e-06  1.106964e-06  4.425827e-07  9.741791e-08  9.991383e-09  3.086871e-10  4.602977e-13  1.418706e-06  1.014082e-06  3.952871e-07  7.215706e-08  4.103122e-09  1.896680e-11  1.302924e-06  9.218114e-07  3.115138e-07  3.412732e-08  3.544048e-10  1.223624e-06  8.120185e-07  1.865763e-07  4.807149e-09  1.146720e-06  6.283396e-07  4.750476e-08  1.010062e-06  3.057962e-07  6.052533e-07
226   9.483211e-14  2.241289e-13  3.951024e-13  4.541565e-13  4.716699e-13  4.702386e-13  4.672143e-13  4.692399e-13  4.676071e-13  4.516711e-13  3.936162e-13  1.360265e-06  6.758214e-07  1.445497e-07  2.053226e-08  2.027177e-09  1.296287e-10  4.687234e-12  1.165139e-13  4.988898e-15 -7.315800e-13  1.741087e-06  1.086762e-06  3.539341e-07  7.125580e-08  8.965096e-09  6.443554e-10  2.089726e-11  1.641178e-13  1.396103e-12  1.685624e-06  1.158138e-06  4.419863e-07  9.939197e-08  1.257208e-08  7.362817e-10  1.244915e-11  7.587662e-13  1.560963e-06  1.101752e-06  4.402253e-07  9.677692e-08  9.913096e-09  3.061139e-10  4.463605e-13  1.411415e-06  1.007917e-06  3.924403e-07  7.157565e-08  4.069619e-09  1.882807e-11  1.293852e-06  9.146723e-07  3.089743e-07  3.385728e-08  3.520434e-10  1.213739e-06  8.054772e-07  1.851720e-07  4.777059e-09  1.137908e-06  6.239773e-07  4.723252e-08  1.003924e-06  3.042792e-07  6.028677e-07
227   9.393936e-14  2.199251e-13  3.886456e-13  4.470145e-13  4.649931e-13  4.634940e-13  4.598235e-13  4.614307e-13  4.599910e-13  4.449696e-13  3.886148e-13  1.349114e-06  6.708749e-07  1.434174e-07  2.036272e-08  2.013457e-09  1.289721e-10  4.663414e-12  1.148009e-13  4.891291e-15 -7.025455e-13  1.727825e-06  1.077755e-06  3.513144e-07  7.085371e-08  8.922714e-09  6.409014e-10  2.074879e-11  1.635747e-13  1.489131e-12  1.672743e-06  1.151053e-06  4.398176e-07  9.891216e-08  1.249790e-08  7.308015e-10  1.234342e-11  7.912536e-13  1.553122e-06  1.096590e-06  4.379058e-07  9.614792e-08  9.836120e-09  3.035702e-10  4.338469e-13  1.404233e-06  1.001865e-06  3.896452e-07  7.100304e-08  4.036448e-09  1.869020e-11  1.284947e-06  9.076515e-07  3.064678e-07  3.358940e-08  3.496848e-10  1.203993e-06  7.990036e-07  1.837759e-07  4.746966e-09  1.129159e-06  6.196280e-07  4.695984e-08  9.977842e-07  3.027568e-07  6.004716e-07
228   9.304845e-14  2.158098e-13  3.823205e-13  4.400006e-13  4.584414e-13  4.568962e-13  4.525995e-13  4.537833e-13  4.525100e-13  4.383662e-13  3.836817e-13  1.338091e-06  6.659872e-07  1.422985e-07  2.019468e-08  1.999800e-09  1.283176e-10  4.639825e-12  1.130706e-13  4.826564e-15 -6.736016e-13  1.714724e-06  1.068837e-06  3.487108e-07  7.045278e-08  8.880612e-09  6.375017e-10  2.060302e-11  1.631302e-13  1.580380e-12  1.659950e-06  1.143991e-06  4.376569e-07  9.843769e-08  1.242504e-08  7.254211e-10  1.223902e-11  8.241287e-13  1.545306e-06  1.091469e-06  4.356222e-07  9.553067e-08  9.760460e-09  3.010568e-10  4.228412e-13  1.397154e-06  9.959231e-07  3.869015e-07  7.043934e-08  4.003618e-09  1.855328e-11  1.276208e-06  9.007497e-07  3.039952e-07  3.332378e-08  3.473298e-10  1.194387e-06  7.925997e-07  1.823883e-07  4.716878e-09  1.120474e-06  6.152931e-07  4.668676e-08  9.916440e-07  3.012291e-07  5.980645e-07
229   9.215957e-14  2.117806e-13  3.761240e-13  4.331123e-13  4.520107e-13  4.504404e-13  4.455386e-13  4.462953e-13  4.451627e-13  4.318600e-13  3.788153e-13  1.327194e-06  6.611565e-07  1.411930e-07  2.002822e-08  1.986207e-09  1.276647e-10  4.616447e-12  1.113278e-13  4.791427e-15 -6.448178e-13  1.701780e-06  1.060011e-06  3.461240e-07  7.005284e-08  8.838744e-09  6.341533e-10  2.045994e-11  1.627765e-13  1.669641e-12  1.647248e-06  1.136952e-06  4.355024e-07  9.796802e-08  1.235346e-08  7.201400e-10  1.213600e-11  8.573797e-13  1.537506e-06  1.086386e-06  4.333722e-07  9.492496e-08  9.686123e-09  2.985745e-10  4.134246e-13  1.390171e-06  9.900878e-07  3.842089e-07  6.988465e-08  3.971141e-09  1.841739e-11  1.267633e-06  8.939675e-07  3.015570e-07  3.306050e-08  3.449789e-10  1.184923e-06  7.862677e-07  1.810098e-07  4.686800e-09  1.111857e-06  6.109739e-07  4.641333e-08  9.855047e-07  2.996960e-07  5.956461e-07
230   9.127262e-14  2.078354e-13  3.700532e-13  4.263474e-13  4.456971e-13  4.441215e-13  4.386369e-13  4.389644e-13  4.379480e-13  4.254499e-13  3.740142e-13  1.316420e-06  6.563809e-07  1.401007e-07  1.986337e-08  1.972679e-09  1.270128e-10  4.593261e-12  1.095773e-13  4.782698e-15 -6.162613e-13  1.688992e-06  1.051278e-06  3.435547e-07  6.965376e-08  8.797064e-09  6.308532e-10  2.031953e-11  1.625059e-13  1.756712e-12  1.634641e-06  1.129935e-06  4.333523e-07  9.750263e-08  1.228312e-08  7.149582e-10  1.203439e-11  8.909950e-13  1.529719e-06  1.081333e-06  4.311540e-07  9.433057e-08  9.613114e-09  2.961242e-10  4.056749e-13  1.383277e-06  9.843559e-07  3.815670e-07  6.933907e-08  3.939028e-09  1.828260e-11  1.259220e-06  8.873052e-07  2.991538e-07  3.279967e-08  3.426329e-10  1.175604e-06  7.800094e-07  1.796407e-07  4.656741e-09  1.103310e-06  6.066716e-07  4.613959e-08  9.793677e-07  2.981578e-07  5.932158e-07
231   9.038779e-14  2.039722e-13  3.641051e-13  4.197037e-13  4.394967e-13  4.379348e-13  4.318904e-13  4.317881e-13  4.308646e-13  4.191349e-13  3.692770e-13  1.305768e-06  6.516587e-07  1.390214e-07  1.970021e-08  1.959217e-09  1.263616e-10  4.570248e-12  1.078240e-13  4.797296e-15 -5.879967e-13  1.676356e-06  1.042643e-06  3.410035e-07  6.925539e-08  8.755528e-09  6.275984e-10  2.018177e-11  1.623111e-13  1.841398e-12  1.622134e-06  1.122938e-06  4.312047e-07  9.704103e-08  1.221396e-08  7.098752e-10  1.193423e-11  9.249634e-13  1.521939e-06  1.076305e-06  4.289656e-07  9.374728e-08  9.541437e-09  2.937064e-10  3.996670e-13  1.376465e-06  9.787245e-07  3.789755e-07  6.880268e-08  3.907289e-09  1.814899e-11  1.250968e-06  8.807635e-07  2.967862e-07  3.254135e-08  3.402922e-10  1.166431e-06  7.738267e-07  1.782814e-07  4.626706e-09  1.094836e-06  6.023875e-07  4.586558e-08  9.732340e-07  2.966143e-07  5.907733e-07
232   8.950522e-14  2.001887e-13  3.582769e-13  4.131790e-13  4.334057e-13  4.318758e-13  4.252957e-13  4.247642e-13  4.239113e-13  4.129140e-13  3.646023e-13  1.295237e-06  6.469881e-07  1.379552e-07  1.953879e-08  1.945823e-09  1.257104e-10  4.547389e-12  1.060722e-13  4.832243e-15 -5.600864e-13  1.663869e-06  1.034105e-06  3.384710e-07  6.885759e-08  8.714093e-09  6.243862e-10  2.004663e-11  1.621849e-13  1.923512e-12  1.609730e-06  1.115962e-06  4.290580e-07  9.658272e-08  1.214596e-08  7.048908e-10  1.183557e-11  9.592741e-13  1.514159e-06  1.071297e-06  4.268052e-07  9.317489e-08  9.471098e-09  2.913220e-10  3.954729e-13  1.369730e-06  9.731905e-07  3.764342e-07  6.827557e-08  3.875934e-09  1.801662e-11  1.242875e-06  8.743428e-07  2.944549e-07  3.228562e-08  3.379576e-10  1.157407e-06  7.677214e-07  1.769325e-07  4.596701e-09  1.086438e-06  5.981227e-07  4.559134e-08  9.671049e-07  2.950657e-07  5.883182e-07
233   8.862485e-14  1.964831e-13  3.525659e-13  4.067713e-13  4.274204e-13  4.259399e-13  4.188490e-13  4.178904e-13  4.170869e-13  4.067863e-13  3.599887e-13  1.284824e-06  6.423674e-07  1.369019e-07  1.937915e-08  1.932497e-09  1.250590e-10  4.524667e-12  1.043264e-13  4.884655e-15 -5.325908e-13  1.651530e-06  1.025669e-06  3.359579e-07  6.846023e-08  8.672718e-09  6.212138e-10  1.991409e-11  1.621206e-13  2.002874e-12  1.597432e-06  1.109005e-06  4.269105e-07  9.612724e-08  1.207906e-08  7.000046e-10  1.173842e-11  9.939164e-13  1.506375e-06  1.066304e-06  4.246709e-07  9.261320e-08  9.402099e-09  2.889716e-10  3.931617e-13  1.363065e-06  9.677510e-07  3.739427e-07  6.775782e-08  3.844971e-09  1.788558e-11  1.234940e-06  8.680434e-07  2.921603e-07  3.203258e-08  3.356296e-10  1.148533e-06  7.616951e-07  1.755943e-07  4.566733e-09  1.078118e-06  5.938783e-07  4.531691e-08  9.609815e-07  2.935121e-07  5.858502e-07
234   8.774670e-14  1.928533e-13  3.469693e-13  4.004783e-13  4.215374e-13  4.201229e-13  4.125469e-13  4.111646e-13  4.103902e-13  4.007507e-13  3.554349e-13  1.274528e-06  6.377952e-07  1.358613e-07  1.922135e-08  1.919241e-09  1.244067e-10  4.502065e-12  1.025907e-13  4.951742e-15 -5.055679e-13  1.639335e-06  1.017335e-06  3.334647e-07  6.806317e-08  8.631363e-09  6.180786e-10  1.978413e-11  1.621114e-13  2.079311e-12  1.585243e-06  1.102067e-06  4.247607e-07  9.567413e-08  1.201324e-08  6.952162e-10  1.164283e-11  1.028880e-12  1.498583e-06  1.061321e-06  4.225610e-07  9.206201e-08  9.334444e-09  2.866559e-10  3.927997e-13  1.356464e-06  9.624033e-07  3.715006e-07  6.724951e-08  3.814410e-09  1.775592e-11  1.227160e-06  8.618657e-07  2.899029e-07  3.178228e-08  3.333086e-10  1.139811e-06  7.557495e-07  1.742672e-07  4.536806e-09  1.069878e-06  5.896555e-07  4.504233e-08  9.548649e-07  2.919534e-07  5.833688e-07
235   8.687105e-14  1.892974e-13  3.414845e-13  3.942982e-13  4.157532e-13  4.144204e-13  4.063860e-13  4.045846e-13  4.038200e-13  3.948063e-13  3.509397e-13  1.264347e-06  6.332697e-07  1.348334e-07  1.906543e-08  1.906055e-09  1.237533e-10  4.479565e-12  1.008691e-13  5.030807e-15 -4.790738e-13  1.627283e-06  1.009106e-06  3.309919e-07  6.766630e-08  8.589991e-09  6.149780e-10  1.965672e-11  1.621508e-13  2.152656e-12  1.573168e-06  1.095146e-06  4.226068e-07  9.522296e-08  1.194844e-08  6.905254e-10  1.154882e-11  1.064155e-12  1.490776e-06  1.056343e-06  4.204738e-07  9.152112e-08  9.268137e-09  2.843754e-10  3.944508e-13  1.349921e-06  9.571446e-07  3.691076e-07  6.675071e-08  3.784259e-09  1.762770e-11  1.219535e-06  8.558100e-07  2.876832e-07  3.153480e-08  3.309953e-10  1.131242e-06  7.498860e-07  1.729515e-07  4.506928e-09  1.061722e-06  5.854551e-07  4.476762e-08  9.487561e-07  2.903898e-07  5.808737e-07
236   8.599770e-14  1.858136e-13  3.361090e-13  3.882288e-13  4.100643e-13  4.088283e-13  4.003629e-13  3.981483e-13  3.973752e-13  3.889522e-13  3.465017e-13  1.254280e-06  6.287894e-07  1.338180e-07  1.891144e-08  1.892940e-09  1.230982e-10  4.457152e-12  9.916573e-14  5.119238e-15 -4.531625e-13  1.615370e-06  1.000983e-06  3.285402e-07  6.726949e-08  8.548562e-09  6.119096e-10  1.953186e-11  1.622326e-13  2.222747e-12  1.561209e-06  1.088242e-06  4.204476e-07  9.477330e-08  1.188463e-08  6.859319e-10  1.145642e-11  1.099731e-12  1.482950e-06  1.051366e-06  4.184077e-07  9.099035e-08  9.203180e-09  2.821309e-10  3.981759e-13  1.343431e-06  9.519722e-07  3.667635e-07  6.626149e-08  3.754526e-09  1.750100e-11  1.212063e-06  8.498766e-07  2.855017e-07  3.129022e-08  3.286902e-10  1.122829e-06  7.441063e-07  1.716476e-07  4.477102e-09  1.053650e-06  5.812783e-07  4.449284e-08  9.426563e-07  2.888212e-07  5.783646e-07
237   8.512701e-14  1.824000e-13  3.308403e-13  3.822683e-13  4.044676e-13  4.033428e-13  3.944744e-13  3.918535e-13  3.910547e-13  3.831875e-13  3.421199e-13  1.244325e-06  6.243529e-07  1.328151e-07  1.875943e-08  1.879898e-09  1.224412e-10  4.434811e-12  9.748424e-14  5.214511e-15 -4.278862e-13  1.603595e-06  9.929682e-07  3.261100e-07  6.687263e-08  8.507042e-09  6.088708e-10  1.940951e-11  1.623508e-13  2.289430e-12  1.549369e-06  1.081354e-06  4.182815e-07  9.432474e-08  1.182178e-08  6.814351e-10  1.136567e-11  1.135600e-12  1.475101e-06  1.046384e-06  4.163609e-07  9.046952e-08  9.139576e-09  2.799227e-10  4.040337e-13  1.336989e-06  9.468837e-07  3.644679e-07  6.578190e-08  3.725219e-09  1.737586e-11  1.204742e-06  8.440658e-07  2.833587e-07  3.104858e-08  3.263937e-10  1.114572e-06  7.384116e-07  1.703558e-07  4.447335e-09  1.045665e-06  5.771260e-07  4.421800e-08  9.365663e-07  2.872478e-07  5.758412e-07
238   8.425891e-14  1.790549e-13  3.256758e-13  3.764148e-13  3.989598e-13  3.979597e-13  3.887173e-13  3.856984e-13  3.848572e-13  3.775112e-13  3.377928e-13  1.234480e-06  6.199586e-07  1.318245e-07  1.860942e-08  1.866929e-09  1.217818e-10  4.412525e-12  9.582831e-14  5.314182e-15 -4.032951e-13  1.591954e-06  9.850635e-07  3.237018e-07  6.647560e-08  8.465396e-09  6.058595e-10  1.928965e-11  1.624995e-13  2.352556e-12  1.537650e-06  1.074482e-06  4.161072e-07  9.387688e-08  1.175985e-08  6.770348e-10  1.127658e-11  1.171751e-12  1.467224e-06  1.041394e-06  4.143321e-07  8.995843e-08  9.077326e-09  2.777516e-10  4.120806e-13  1.330590e-06  9.418763e-07  3.622205e-07  6.531202e-08  3.696345e-09  1.725235e-11  1.197571e-06  8.383776e-07  2.812548e-07  3.080996e-08  3.241063e-10  1.106472e-06  7.328034e-07  1.690765e-07  4.417631e-09  1.037769e-06  5.729991e-07  4.394314e-08  9.304872e-07  2.856696e-07  5.733031e-07
239   8.339352e-14  1.757765e-13  3.206133e-13  3.706664e-13  3.935379e-13  3.926755e-13  3.830886e-13  3.796808e-13  3.787817e-13  3.719224e-13  3.335195e-13  1.224745e-06  6.156053e-07  1.308462e-07  1.846147e-08  1.854034e-09  1.211197e-10  4.390281e-12  9.420148e-14  5.415888e-15 -3.794377e-13  1.580447e-06  9.772703e-07  3.213161e-07  6.607829e-08  8.423589e-09  6.028733e-10  1.917227e-11  1.626730e-13  2.411982e-12  1.526057e-06  1.067624e-06  4.139233e-07  9.342934e-08  1.169881e-08  6.727306e-10  1.118919e-11  1.208176e-12  1.459316e-06  1.036392e-06  4.123196e-07  8.945692e-08  9.016431e-09  2.756179e-10  4.223703e-13  1.324227e-06  9.369477e-07  3.600210e-07  6.485188e-08  3.667911e-09  1.713051e-11  1.190549e-06  8.328124e-07  2.791903e-07  3.057441e-08  3.218285e-10  1.098532e-06  7.272829e-07  1.678100e-07  4.387996e-09  1.029964e-06  5.688984e-07  4.366830e-08  9.244198e-07  2.840866e-07  5.707502e-07
240   8.253087e-14  1.725631e-13  3.156503e-13  3.650213e-13  3.881987e-13  3.874863e-13  3.775851e-13  3.737988e-13  3.728270e-13  3.664203e-13  3.292987e-13  1.215116e-06  6.112914e-07  1.298800e-07  1.831561e-08  1.841213e-09  1.204544e-10  4.368065e-12  9.260715e-14  5.517345e-15 -3.563608e-13  1.569070e-06  9.695901e-07  3.189532e-07  6.568060e-08  8.381591e-09  5.999101e-10  1.905735e-11  1.628658e-13  2.467571e-12  1.514590e-06  1.060781e-06  4.117285e-07  9.298175e-08  1.163862e-08  6.685220e-10  1.110352e-11  1.244865e-12  1.451371e-06  1.031373e-06  4.103221e-07  8.896481e-08  8.956894e-09  2.735222e-10  4.349547e-13  1.317897e-06  9.320956e-07  3.578690e-07  6.440155e-08  3.639925e-09  1.701041e-11  1.183673e-06  8.273703e-07  2.771656e-07  3.034200e-08  3.195606e-10  1.090752e-06  7.218513e-07  1.665565e-07  4.358432e-09  1.022252e-06  5.648248e-07  4.339351e-08  9.183650e-07  2.824989e-07  5.681820e-07
241   8.167097e-14  1.694132e-13  3.107847e-13  3.594777e-13  3.829395e-13  3.823887e-13  3.722040e-13  3.680505e-13  3.669920e-13  3.610040e-13  3.251293e-13  1.205594e-06  6.070157e-07  1.289259e-07  1.817187e-08  1.828468e-09  1.197857e-10  4.345862e-12  9.104861e-14  5.616341e-15 -3.341092e-13  1.557821e-06  9.620243e-07  3.166137e-07  6.528243e-08  8.339369e-09  5.969676e-10  1.894486e-11  1.630727e-13  2.519189e-12  1.503253e-06  1.053951e-06  4.095215e-07  9.253374e-08  1.157924e-08  6.644088e-10  1.101959e-11  1.281812e-12  1.443387e-06  1.026333e-06  4.083381e-07  8.848193e-08  8.898716e-09  2.714649e-10  4.498832e-13  1.311595e-06  9.273174e-07  3.557642e-07  6.396107e-08  3.612393e-09  1.689208e-11  1.176943e-06  8.220513e-07  2.751810e-07  3.011277e-08  3.173032e-10  1.083133e-06  7.165098e-07  1.653163e-07  4.328946e-09  1.014634e-06  5.607792e-07  4.311878e-08  9.123237e-07  2.809066e-07  5.655985e-07
242   8.081406e-14  1.663250e-13  3.060142e-13  3.540339e-13  3.777574e-13  3.773791e-13  3.669424e-13  3.624339e-13  3.612757e-13  3.556725e-13  3.210103e-13  1.196176e-06  6.027768e-07  1.279836e-07  1.803030e-08  1.815799e-09  1.191132e-10  4.323660e-12  8.952905e-14  5.710740e-15 -3.127264e-13  1.546698e-06  9.545744e-07  3.142980e-07  6.488367e-08  8.296893e-09  5.940439e-10  1.883478e-11  1.632884e-13  2.566709e-12  1.492048e-06  1.047134e-06  4.073013e-07  9.208497e-08  1.152066e-08  6.603904e-10  1.093743e-11  1.319006e-12  1.435359e-06  1.021269e-06  4.063662e-07  8.800812e-08  8.841895e-09  2.694465e-10  4.672033e-13  1.305316e-06  9.226111e-07  3.537064e-07  6.353048e-08  3.585320e-09  1.677559e-11  1.170357e-06  8.168556e-07  2.732368e-07  2.988678e-08  3.150566e-10  1.075676e-06  7.112596e-07  1.640897e-07  4.299542e-09  1.007113e-06  5.567624e-07  4.284416e-08  9.062967e-07  2.793096e-07  5.629992e-07
243   7.996015e-14  1.632971e-13  3.013366e-13  3.486881e-13  3.726495e-13  3.724541e-13  3.617975e-13  3.569474e-13  3.556769e-13  3.504251e-13  3.169405e-13  1.186861e-06  5.985736e-07  1.270533e-07  1.789092e-08  1.803207e-09  1.184367e-10  4.301445e-12  8.805152e-14  5.798475e-15 -2.922542e-13  1.535700e-06  9.472417e-07  3.120064e-07  6.448423e-08  8.254134e-09  5.911370e-10  1.872709e-11  1.635080e-13  2.610010e-12  1.480978e-06  1.040328e-06  4.050665e-07  9.163510e-08  1.146283e-08  6.564666e-10  1.085705e-11  1.356440e-12  1.427283e-06  1.016178e-06  4.044052e-07  8.754321e-08  8.786435e-09  2.674673e-10  4.869602e-13  1.299056e-06  9.179744e-07  3.516952e-07  6.310983e-08  3.558712e-09  1.666096e-11  1.163913e-06  8.117832e-07  2.713333e-07  2.966407e-08  3.128213e-10  1.068383e-06  7.061016e-07  1.628770e-07  4.270223e-09  9.996888e-07  5.527749e-07  4.256967e-08  9.002848e-07  2.777081e-07  5.603839e-07
244   7.910925e-14  1.603279e-13  2.967499e-13  3.434388e-13  3.676132e-13  3.676106e-13  3.567666e-13  3.515889e-13  3.501947e-13  3.452609e-13  3.129190e-13  1.177648e-06  5.944046e-07  1.261346e-07  1.775376e-08  1.790692e-09  1.177557e-10  4.279206e-12  8.661898e-14  5.877548e-15 -2.727328e-13  1.524824e-06  9.400273e-07  3.097393e-07  6.408402e-08  8.211064e-09  5.882449e-10  1.862178e-11  1.637267e-13  2.648974e-12  1.470044e-06  1.033535e-06  4.028161e-07  9.118381e-08  1.140573e-08  6.526368e-10  1.077847e-11  1.394107e-12  1.419157e-06  1.011054e-06  4.024537e-07  8.708705e-08  8.732333e-09  2.655279e-10  5.091976e-13  1.292810e-06  9.134051e-07  3.497302e-07  6.269914e-08  3.532576e-09  1.654826e-11  1.157611e-06  8.068341e-07  2.694709e-07  2.944470e-08  3.105975e-10  1.061255e-06  7.010368e-07  1.616784e-07  4.240993e-09  9.923643e-07  5.488177e-07  4.229533e-08  8.942888e-07  2.761020e-07  5.577525e-07
245   7.826159e-14  1.574159e-13  2.922519e-13  3.382841e-13  3.626459e-13  3.628452e-13  3.518469e-13  3.463568e-13  3.448278e-13  3.401790e-13  3.089447e-13  1.168536e-06  5.902688e-07  1.252276e-07  1.761886e-08  1.778255e-09  1.170700e-10  4.256931e-12  8.523428e-14  5.946025e-15 -2.542009e-13  1.514068e-06  9.329325e-07  3.074971e-07  6.368296e-08  8.167655e-09  5.853658e-10  1.851882e-11  1.639398e-13  2.683488e-12  1.459249e-06  1.026752e-06  4.005490e-07  9.073078e-08  1.134933e-08  6.489007e-10  1.070172e-11  1.431998e-12  1.410976e-06  1.005896e-06  4.005105e-07  8.663948e-08  8.679590e-09  2.636285e-10  5.339568e-13  1.286574e-06  9.089011e-07  3.478112e-07  6.229846e-08  3.506916e-09  1.643751e-11  1.151449e-06  8.020084e-07  2.676498e-07  2.922871e-08  3.083857e-10  1.054291e-06  6.960663e-07  1.604942e-07  4.211857e-09  9.851405e-07  5.448914e-07  4.202118e-08  8.883093e-07  2.744915e-07  5.551047e-07
246   7.741726e-14  1.545597e-13  2.878407e-13  3.332226e-13  3.577450e-13  3.581548e-13  3.470359e-13  3.412492e-13  3.395754e-13  3.351787e-13  3.050166e-13  1.159522e-06  5.861650e-07  1.243322e-07  1.748625e-08  1.765897e-09  1.163794e-10  4.234607e-12  8.390018e-14  6.002040e-15 -2.366959e-13  1.503429e-06  9.259583e-07  3.052800e-07  6.328094e-08  8.123882e-09  5.824978e-10  1.841819e-11  1.641429e-13  2.713443e-12  1.448594e-06  1.019979e-06  3.982641e-07  9.027572e-08  1.129359e-08  6.452579e-10  1.062682e-11  1.470106e-12  1.402738e-06  1.000700e-06  3.985743e-07  8.620034e-08  8.628206e-09  2.617695e-10  5.612775e-13  1.280345e-06  9.044604e-07  3.459379e-07  6.190782e-08  3.481737e-09  1.632877e-11  1.145425e-06  7.973060e-07  2.658703e-07  2.901614e-08  3.061861e-10  1.047493e-06  6.911908e-07  1.593246e-07  4.182818e-09  9.780187e-07  5.409966e-07  4.174723e-08  8.823472e-07  2.728765e-07  5.524403e-07
247   7.657617e-14  1.517578e-13  2.835143e-13  3.282527e-13  3.529080e-13  3.535365e-13  3.423311e-13  3.362645e-13  3.344363e-13  3.302591e-13  3.011338e-13  1.150606e-06  5.820921e-07  1.234481e-07  1.735594e-08  1.753617e-09  1.156834e-10  4.212224e-12  8.261932e-14  6.043788e-15 -2.202536e-13  1.492907e-06  9.191059e-07  3.030885e-07  6.287790e-08  8.079718e-09  5.796391e-10  1.831988e-11  1.643314e-13  2.738737e-12  1.438082e-06  1.013217e-06  3.959605e-07  8.981831e-08  1.123850e-08  6.417078e-10  1.055377e-11  1.508424e-12  1.394439e-06  9.954618e-07  3.966441e-07  8.576950e-08  8.578179e-09  2.599512e-10  5.911978e-13  1.274117e-06  9.000811e-07  3.441100e-07  6.152723e-08  3.457044e-09  1.622207e-11  1.139538e-06  7.927269e-07  2.641326e-07  2.880703e-08  3.039992e-10  1.040862e-06  6.864113e-07  1.581697e-07  4.153880e-09  9.710005e-07  5.371339e-07  4.147351e-08  8.764030e-07  2.712572e-07  5.497591e-07
