# L TxT TxW1 TxW2 TxW3 W1xW1 W1xW2 W1xW3 W2xW2 W2xW3 W3xW3
1.528000000000000000e+03 2.200409865460216984e-16 3.292920370762647670e-22 7.978790435596388321e-18 2.632915017970264347e-16 1.632349942869376423e-08 4.498337568018071664e-09 1.322894780351113051e-11 2.632714995970456443e-08 4.744157651955531854e-09 1.934268173958200117e-08
1.529000000000000000e+03 2.184316321005243464e-16 3.281460502009420751e-22 7.953776720377810967e-18 2.625649407441863008e-16 1.629864488656855905e-08 4.491675255442980447e-09 1.320970149600822125e-11 2.628879043382632101e-08 4.737368499823880516e-09 1.931549812307939080e-08
1.530000000000000000e+03 2.168273665321318587e-16 3.270041216922229071e-22 7.928849417617242151e-18 2.618407964047890892e-16 1.627384349515409680e-08 4.485026847337612077e-09 1.319049941074646157e-11 2.625050978294428406e-08 4.730593044155042983e-09 1.928836866902162992e-08
1.531000000000000000e+03 2.152287088960458470e-16 3.258662964454840356e-22 7.904009042981581695e-18 2.611190647441653695e-16 1.624909518999037610e-08 4.478392328869160680e-09 1.317134170407707516e-11 2.621230793077810741e-08 4.723831274040409491e-09 1.926129333341548492e-08
1.532000000000000000e+03 2.136356404448058800e-16 3.247326191010782637e-22 7.879256109005185878e-18 2.603997417363524679e-16 1.622439990668223000e-08 4.471771685211172299e-09 1.315222853130940973e-11 2.617418480104249175e-08 4.717083178558318192e-09 1.923427207222056627e-08
1.533000000000000000e+03 2.120489440556242707e-16 3.236031340456151024e-22 7.854591125105892714e-18 2.596828233640719352e-16 1.619975758089941197e-08 4.465164901543646643e-09 1.313316004671640253e-11 2.613614031744788937e-08 4.710348746774228037e-09 1.920730484135000022e-08
1.534000000000000000e+03 2.104685979859410070e-16 3.224778854132346303e-22 7.830014597600982517e-18 2.589683056187073600e-16 1.617516814837674151e-08 4.458571963053105737e-09 1.311413640353999742e-11 2.609817440370115596e-08 4.703627967740898273e-09 1.918039159667110703e-08
1.535000000000000000e+03 2.088948470636122724e-16 3.213569170868744417e-22 7.805527029723032159e-18 2.582561845002819354e-16 1.615063154491422659e-08 4.451992854932685746e-09 1.309515775399656839e-11 2.606028698350624218e-08 4.696920830498558842e-09 1.915353229400606941e-08
1.536000000000000000e+03 2.073282009527394240e-16 3.202402726995307636e-22 7.781128921635710774e-18 2.575464560174364206e-16 1.612614770637717941e-08 4.445427562382220514e-09 1.307622424928228493e-11 2.602247798056484542e-08 4.690227324075095670e-09 1.912672688913261405e-08
1.537000000000000000e+03 2.057683692426477144e-16 3.191279956355113449e-22 7.756820770449456829e-18 2.568391161874064113e-16 1.610171656869631571e-08 4.438876070608316013e-09 1.305733603957845316e-11 2.598474731857707160e-08 4.683547437486207831e-09 1.909997533778465354e-08
1.538000000000000000e+03 2.042163902529225151e-16 3.180201290316834550e-22 7.732603070237104351e-18 2.561341610360008438e-16 1.607733806786791686e-08 4.432338364824437196e-09 1.303849327405684081e-11 2.594709492124210018e-08 4.676881159735595317e-09 1.907327759565296134e-08
1.539000000000000000e+03 2.026722364484087871e-16 3.169167157787143596e-22 7.708476312049409001e-18 2.554315865975796599e-16 1.605301213995389604e-08 4.425814430250984928e-09 1.301969610088495211e-11 2.590952071225880293e-08 4.670228479815117030e-09 1.904663361838581371e-08
1.540000000000000000e+03 2.011361451597118957e-16 3.158177985223050726e-22 7.684440983930494032e-18 2.547313889150316697e-16 1.602873872108194386e-08 4.419304252115378698e-09 1.300094466723130912e-11 2.587202461532642878e-08 4.663589386704968623e-09 1.902004336158965139e-08
1.541000000000000000e+03 1.996083524466328982e-16 3.147234196644184186e-22 7.660497570933216132e-18 2.540335640397528086e-16 1.600451774744563419e-08 4.412807815652135207e-09 1.298223911927066205e-11 2.583460655414522261e-08 4.656963869373845460e-09 1.899350678082971491e-08
1.542000000000000000e+03 1.980896212571817398e-16 3.136336213645000419e-22 7.636646555134454224e-18 2.533381080316243946e-16 1.598034915530452343e-08 4.406325106102944466e-09 1.296357960218920917e-11 2.579726645241708367e-08 4.650351916779115493e-09 1.896702383163068651e-08
1.543000000000000000e+03 1.965796556071962172e-16 3.125484455406933982e-22 7.612888415650301199e-18 2.526450169589908915e-16 1.595623288098425645e-08 4.399856108716747550e-09 1.294496626018975703e-11 2.576000423384613135e-08 4.643753517866978907e-09 1.894059446947733528e-08
1.544000000000000000e+03 1.950792145711944404e-16 3.114679338710473159e-22 7.589223628651194027e-18 2.519542868986385613e-16 1.593216886087670215e-08 4.393400808749813529e-09 1.292639923649687902e-11 2.572281982213940993e-08 4.637168661572636040e-09 1.891421864981511938e-08
1.545000000000000000e+03 1.935880010430214328e-16 3.103921277947189975e-22 7.565652667376952954e-18 2.512659139357735727e-16 1.590815703144001971e-08 4.386959191465818047e-09 1.290787867336202867e-11 2.568571314100746766e-08 4.630597336820451165e-09 1.888789632805085112e-08
1.546000000000000000e+03 1.921067702535315572e-16 3.093210685131693085e-22 7.542176002151746751e-18 2.505798941640005540e-16 1.588419732919878759e-08 4.380531242135914460e-09 1.288940471206864498e-11 2.564868411416496553e-08 4.624039532524117097e-09 1.886162745955330240e-08
1.547000000000000000e+03 1.906357487389946052e-16 3.082547969913518143e-22 7.518794100398967054e-18 2.498962236853007520e-16 1.586028969074409622e-08 4.374116946038814902e-09 1.287097749293719460e-11 2.561173266533131582e-08 4.617495237586809876e-09 1.883541199965380694e-08
1.548000000000000000e+03 1.891746377479313439e-16 3.071933539588967376e-22 7.495507426656042619e-18 2.492148986100109292e-16 1.583643405273366042e-08 4.367716288460855630e-09 1.285259715533023833e-11 2.557485871823125460e-08 4.610964440901358341e-09 1.880924990364690545e-08
1.549000000000000000e+03 1.877241868029790770e-16 3.061367799112873463e-22 7.472316442589158048e-18 2.485359150568016213e-16 1.581263035189188896e-08 4.361329254696078089e-09 1.283426383765741683e-11 2.553806219659548020e-08 4.604447131350395503e-09 1.878314112679093131e-08
1.550000000000000000e+03 1.862843574362593694e-16 3.050851151110308868e-22 7.449221607007903182e-18 2.478592691526557889e-16 1.578887852501001356e-08 4.354955830046299220e-09 1.281597767738045572e-11 2.550134302416121579e-08 4.597943297806520671e-09 1.875708562430862926e-08
1.551000000000000000e+03 1.848553738775176692e-16 3.040383719735828359e-22 7.426222993582132119e-18 2.471849548663792398e-16 1.576517848598918323e-08 4.348595993476323491e-09 1.279773868380255032e-11 2.546470108740978075e-08 4.591452922511822108e-09 1.873108332456540058e-08
1.552000000000000000e+03 1.834374652643877103e-16 3.029964525072931243e-22 7.403319147902005486e-18 2.465129575314947256e-16 1.574153005720614556e-08 4.342249698644807959e-09 1.277954635773728904e-11 2.542813612416199515e-08 4.584975961284334195e-09 1.870513404887923144e-08
1.553000000000000000e+03 1.820311213778574582e-16 3.019592316563195907e-22 7.380508241252559809e-18 2.458432603845408209e-16 1.571793303879663752e-08 4.335916893052881335e-09 1.276140007544535050e-11 2.539164783603717909e-08 4.578512363499026837e-09 1.867923759247009317e-08
1.554000000000000000e+03 1.806360493790399135e-16 3.009265849842399568e-22 7.357788453856393018e-18 2.451758467367934238e-16 1.569438723166836073e-08 4.329597524404513563e-09 1.274329921616459791e-11 2.535523592580749760e-08 4.572062078724705654e-09 1.865339375134818259e-08
1.555000000000000000e+03 1.792527369197658883e-16 2.998983886711051455e-22 7.335157974831360240e-18 2.445106999739233404e-16 1.567089243749762972e-08 4.323291540605650584e-09 1.272524316209613332e-11 2.531890009739299424e-08 4.565625056723183145e-09 1.862760232231052397e-08
1.556000000000000000e+03 1.778814097431784050e-16 2.988745195105067514e-22 7.312615002148451401e-18 2.438478035556570748e-16 1.564744845872612608e-08 4.316998889763344971e-09 1.270723129839036480e-11 2.528264005585669422e-08 4.559201247448464743e-09 1.860186310293759739e-08
1.557000000000000000e+03 1.765222923751047442e-16 2.978548549066603574e-22 7.290157742589899937e-18 2.431871410154379640e-16 1.562405509855759306e-08 4.310719520184896489e-09 1.268926301313318184e-11 2.524645550739968760e-08 4.552790601045915846e-09 1.857617589159000693e-08
1.558000000000000000e+03 1.751756081300065014e-16 2.968392728715026278e-22 7.267784411707508750e-18 2.425286959600894824e-16 1.560071216095457645e-08 4.304453380376995134e-09 1.267133769733218893e-11 2.521034615935627870e-08 4.546393067851458619e-09 1.855054048740510902e-08
1.559000000000000000e+03 1.738415791168980409e-16 2.958276520218046230e-22 7.245493233781174928e-18 2.418724520694807150e-16 1.557741945063519529e-08 4.298200419044867486e-09 1.265345474490300706e-11 2.517431172018913227e-08 4.540008598390754745e-09 1.852495669029372691e-08
1.560000000000000000e+03 1.725201682258311756e-16 2.948198715762985158e-22 7.223282441777634776e-18 2.412183930961925218e-16 1.555417677306988938e-08 4.291960585091428846e-09 1.263561355265564614e-11 2.513835189948444597e-08 4.533637143378397268e-09 1.849942430093682540e-08
1.561000000000000000e+03 1.712115961636718538e-16 2.938158113528192118e-22 7.201150277309418404e-18 2.405665028651862655e-16 1.553098393447821976e-08 4.285733827616436203e-09 1.261781352028094222e-11 2.510246640794712631e-08 4.527278653717107400e-09 1.847394312078221864e-08
1.562000000000000000e+03 1.699163398049043457e-16 2.928153517654615810e-22 7.179094990594004602e-18 2.399167652734737220e-16 1.550784074182566254e-08 4.279520095915648647e-09 1.260005405033707058e-11 2.506665495739606050e-08 4.520933080496938772e-09 1.844851295204130445e-08
1.563000000000000000e+03 1.686341024311546462e-16 2.918183738217505729e-22 7.157114840413185259e-18 2.392691642897886191e-16 1.548474700282042593e-08 4.273319339479991089e-09 1.258233454823613465e-11 2.503091726075931213e-08 4.514600374994473418e-09 1.842313359768581185e-08
1.564000000000000000e+03 1.673656155824158798e-16 2.908247591198267535e-22 7.135208094072654730e-18 2.386236839542602448e-16 1.546170252591029370e-08 4.267131507994722117e-09 1.256465442223079390e-11 2.499525303206942283e-08 4.508280488672038432e-09 1.839780486144454855e-08
1.565000000000000000e+03 1.661105815023190540e-16 2.898343898456460431e-22 7.113373027361768685e-18 2.379803083780878948e-16 1.543870712027944221e-08 4.260956551338602680e-09 1.254701308340098042e-11 2.495966198645868076e-08 4.501973373176911048e-09 1.837252654780017828e-08
1.566000000000000000e+03 1.648694720273663157e-16 2.888471487701931361e-22 7.091607924513541778e-18 2.373390217432177838e-16 1.541576059584534673e-08 4.254794419583075525e-09 1.252940994564069637e-11 2.492414384015444213e-08 4.495678980340535302e-09 1.834729846198601131e-08
1.567000000000000000e+03 1.636419893608208360e-16 2.878629192467096854e-22 7.069911078164819409e-18 2.366998083020211420e-16 1.539286276325560507e-08 4.248645062991436360e-09 1.251184442564483884e-11 2.488869831047446253e-08 4.489397262177743650e-09 1.832212040998280495e-08
1.568000000000000000e+03 1.624286033387399036e-16 2.868815852079363105e-22 7.048280789316679070e-18 2.360626523769736409e-16 1.537001343388487373e-08 4.242508432018027356e-09 1.249431594289612494e-11 2.485332511582225815e-08 4.483128170885975289e-09 1.829699219851558385e-08
1.569000000000000000e+03 1.612295262679684226e-16 2.859030311633683827e-22 7.026715367294999620e-18 2.354275383603372363e-16 1.534721241983175437e-08 4.236384477307417408e-09 1.247682391965206690e-11 2.481802397568248346e-08 4.476871658844509356e-09 1.827191363505048013e-08
1.570000000000000000e+03 1.600444598175592943e-16 2.849271421965262445e-22 7.005213129711266303e-18 2.347944507138425036e-16 1.532445953391572000e-08 4.230273149693592329e-09 1.245936778093201992e-11 2.478279461061632550e-08 4.470627678613686552e-09 1.824688452779157364e-08
1.571000000000000000e+03 1.588741247850109761e-16 2.839538039622384549e-22 6.983772402423540624e-18 2.341633739683736854e-16 1.530175458967404120e-08 4.224174400199155788e-09 1.244194695450428981e-11 2.474763674225694443e-08 4.464396182934149790e-09 1.822190468567777173e-08
1.572000000000000000e+03 1.577179677517122749e-16 2.829829026839400794e-22 6.962391519497652084e-18 2.335342927236544779e-16 1.527909740135875200e-08 4.218088180034522816e-09 1.242456087087331328e-11 2.471255009330491744e-08 4.458177124726079883e-09 1.819697391837966605e-08
1.573000000000000000e+03 1.565764531348006056e-16 2.820143251509828773e-22 6.941068823168562490e-18 2.329071916479352974e-16 1.525648778393360586e-08 4.212014440597119914e-09 1.240720896326688186e-11 2.467753438752366609e-08 4.451970457088433705e-09 1.817209203629644547e-08
1.574000000000000000e+03 1.554497894725052590e-16 2.810479587159608639e-22 6.919802663801953665e-18 2.322820554776831096e-16 1.523392555307105482e-08 4.205953133470600066e-09 1.238989066762346443e-11 2.464258934973499945e-08 4.445776133298193116e-09 1.814725885055280904e-08
1.575000000000000000e+03 1.543379310440024957e-16 2.800836912920481918e-22 6.898591399855987726e-18 2.316588690172716046e-16 1.521141052514925178e-08 4.199904210424044506e-09 1.237260542257955715e-11 2.460771470581459773e-08 4.439594106809611399e-09 1.812247417299587234e-08
1.576000000000000000e+03 1.532408322887019787e-16 2.791214113503512325e-22 6.877433397843263030e-18 2.310376171386736893e-16 1.518894251724904619e-08 4.193867623411177724e-09 1.235535266945712551e-11 2.457291018268754213e-08 4.433424331253463007e-09 1.809773781619212017e-08
1.577000000000000000e+03 1.521589527821036931e-16 2.781610079172733999e-22 6.856327032292967343e-18 2.304182847811549652e-16 1.516652134715101945e-08 4.187843324569591572e-09 1.233813185225110127e-11 2.453817550832389447e-08 4.427266760436304889e-09 1.807304959342435588e-08
1.578000000000000000e+03 1.510922453632966971e-16 2.772023705718937983e-22 6.835270685713222830e-18 2.298008569509693270e-16 1.514414683333250700e-08 4.181831266219957786e-09 1.232094241761692148e-11 2.450351041173420387e-08 4.421121348339728721e-09 1.804840931868866395e-08
1.579000000000000000e+03 1.500409148861994696e-16 2.762453894433587531e-22 6.814262748553608992e-18 2.291853187210553499e-16 1.512181879496467020e-08 4.175831400865256227e-09 1.230378381485815469e-11 2.446891462296518890e-08 4.414988049119626371e-09 1.802381680669140242e-08
1.580000000000000000e+03 1.490046620339683448e-16 2.752899552082870249e-22 6.793301619167895929e-18 2.285716552307349442e-16 1.509953705190954153e-08 4.169843681190008913e-09 1.228665549591419821e-11 2.443438787309530391e-08 4.408866817105459493e-09 1.799927187284620181e-08
1.581000000000000000e+03 1.479839425675715283e-16 2.743359590881872479e-22 6.772385703776937827e-18 2.279598516854127999e-16 1.507730142471711961e-08 4.163868060059499987e-09 1.226955691534799326e-11 2.439992989423037480e-08 4.402757606799521688e-09 1.797477433327095753e-08
1.582000000000000000e+03 1.469787080819114164e-16 2.733832928468890990e-22 6.751513416431769066e-18 2.273498933562776544e-16 1.505511173462243766e-08 4.157904490519025464e-09 1.225248753033384821e-11 2.436554041949926458e-08 4.396660372876213891e-09 1.795032400478487189e-08
1.583000000000000000e+03 1.459889103420223854e-16 2.724318487879874439e-22 6.730683178976896755e-18 2.267417655800051391e-16 1.503296780354269479e-08 4.151952925793123953e-09 1.223544680064529267e-11 2.433121918304956545e-08 4.390575070181326376e-09 1.792592070490548283e-08
1.584000000000000000e+03 1.450145012823832744e-16 2.714815197522985200e-22 6.709893421013747364e-18 2.261354537584618078e-16 1.501086945407437418e-08 4.146013319284821441e-09 1.221843418864301059e-11 2.429696592004328091e-08 4.384501653731313325e-09 1.790156425184573905e-08
1.585000000000000000e+03 1.440554330062325305e-16 2.705321991153300851e-22 6.689142579864321336e-18 2.255309433584106459e-16 1.498881650949035449e-08 4.140085624574880214e-09 1.220144915926281393e-11 2.426278036665254093e-08 4.378440078712571518e-09 1.787725446451102542e-08
1.586000000000000000e+03 1.431121570483148644e-16 2.695837807847633666e-22 6.668429100535023354e-18 2.249282199112187475e-16 1.496680879373708757e-08 4.134169795421046120e-09 1.218449118000370498e-11 2.422866226005535358e-08 4.372390300480738891e-09 1.785299116249629108e-08
1.587000000000000000e+03 1.421843746436448815e-16 2.686361591979480838e-22 6.647751435680672876e-18 2.243272690125648950e-16 1.494484613143173639e-08 4.128265785757307419e-09 1.216755972091597763e-11 2.419461133843136657e-08 4.366352274559974887e-09 1.782877416608311122e-08
1.588000000000000000e+03 1.412720374598133340e-16 2.676892293194101644e-22 6.627108045568694162e-18 2.237280763221502933e-16 1.492292834785935601e-08 4.122373549693145355e-09 1.215065425458935410e-11 2.416062734095763866e-08 4.360325956642254868e-09 1.780460329623681184e-08
1.589000000000000000e+03 1.403753460243044791e-16 2.667428866383714043e-22 6.606497398043489651e-18 2.231306275634094524e-16 1.490105526897008781e-08 4.116493041512799620e-09 1.213377425614126224e-11 2.412671000780443100e-08 4.354311302586671149e-09 1.778047837460358786e-08
1.590000000000000000e+03 1.394942514053476155e-16 2.657970271662824814e-22 6.585917968490986674e-18 2.225349085232232888e-16 1.487922672137635863e-08 4.110624215674532989e-09 1.211691920320506433e-11 2.409285908013104806e-08 4.348308268418730726e-09 1.775639922350763442e-08
1.591000000000000000e+03 1.386287048429352871e-16 2.648515474343675360e-22 6.565368239803362120e-18 2.219409050516330891e-16 1.485744253235007661e-08 4.104767026809895959e-09 1.210008857591843137e-11 2.405907430008166863e-08 4.342316810329652991e-09 1.773236566594830474e-08
1.592000000000000000e+03 1.377789055023331816e-16 2.639063444911815401e-22 6.544846702343953532e-18 2.213486030615563721e-16 1.483570252981989989e-08 4.098921429723002139e-09 1.208328185691173505e-11 2.402535541078118345e-08 4.336336884675688972e-09 1.770837752559727119e-08
1.593000000000000000e+03 1.369445565890677069e-16 2.629613159001796578e-22 6.524351853912328903e-18 2.207579885285036144e-16 1.481400654236842582e-08 4.093087379389800328e-09 1.206649853129649305e-11 2.399170215633111555e-08 4.330368447977417392e-09 1.768443462679569965e-08
1.594000000000000000e+03 1.361258569891040083e-16 2.620163597372989239e-22 6.503882199709547521e-18 2.201690474902966510e-16 1.479235439922948442e-08 4.087264830957350734e-09 1.204973808665389845e-11 2.395811428180546783e-08 4.324411456919064738e-09 1.766053679455142387e-08
1.595000000000000000e+03 1.353227576952729220e-16 2.610713745885521480e-22 6.483436252303582594e-18 2.195817660467887533e-16 1.477074593028538223e-08 4.081453739743113598e-09 1.203300001302337645e-11 2.392459153324668637e-08 4.318465868347822826e-09 1.763668385453619264e-08
1.596000000000000000e+03 1.345349633579526544e-16 2.601262595476335269e-22 6.463012531594919517e-18 2.189961303595853723e-16 1.474918096606419742e-08 4.075654061234227067e-09 1.201628380289122357e-11 2.389113365766157422e-08 4.312531639273163904e-09 1.761287563308282424e-08
1.597000000000000000e+03 1.337629186499883331e-16 2.591809142135365284e-22 6.442609564782332868e-18 2.184121266517668787e-16 1.472765933773706002e-08 4.069865751086797471e-09 1.199958895117928729e-11 2.385774040301723154e-08 4.306608726866164840e-09 1.758911195718248667e-08
1.598000000000000000e+03 1.330063282542166600e-16 2.582352386881837658e-22 6.422225886328825184e-18 2.178297412076124612e-16 1.470618087711546194e-08 4.064088765125194564e-09 1.198291495523371341e-11 2.382441151823707854e-08 4.300697088458837107e-09 1.756539265448192832e-08
1.599000000000000000e+03 1.322648982561876022e-16 2.572891335740682039e-22 6.401860037927737524e-18 2.172489603723249873e-16 1.468474541664857357e-08 4.058323059341340155e-09 1.196626131481373070e-11 2.379114675319679570e-08 4.294796681543446017e-09 1.754171755328070846e-08
1.600000000000000000e+03 1.315393172722038049e-16 2.563424999719068721e-22 6.381510568469035681e-18 2.166697705517579581e-16 1.466335278942057534e-08 4.052568589894014921e-09 1.194962753208050815e-11 2.375794585872035987e-08 4.288907463771853933e-09 1.751808648252849413e-08
1.601000000000000000e+03 1.308288006297542841e-16 2.553953201735897718e-22 6.361177130669297091e-18 2.160921637605137477e-16 1.464200283728434778e-08 4.046825315335631934e-09 1.193301326704584065e-11 2.372480859948572946e-08 4.283029394996829973e-09 1.749449928100500461e-08
1.602000000000000000e+03 1.301335465261269389e-16 2.544478989402663990e-22 6.340863760082864444e-18 2.155161542114046713e-16 1.462069543518670109e-08 4.041093203271770159e-09 1.191641880238876023e-11 2.369173479262095617e-08 4.277162443376955602e-09 1.747095582477373894e-08
1.603000000000000000e+03 1.294535078182121889e-16 2.535006200097411352e-22 6.320575565991382991e-18 2.149417615735064598e-16 1.459943046661504059e-08 4.035372223639254164e-09 1.189984457435955110e-11 2.365872426874664493e-08 4.271306579214477313e-09 1.744745599947136915e-08
1.604000000000000000e+03 1.287886375267393447e-16 2.525538652082322227e-22 6.300317632116139701e-18 2.143690054104110018e-16 1.457820781543920369e-08 4.029662346472730067e-09 1.188329101694175120e-11 2.362577685903191407e-08 4.265461772907851802e-09 1.742399969110071712e-08
1.605000000000000000e+03 1.281388888356220264e-16 2.516080144592965883e-22 6.280095016737562596e-18 2.137979051807298583e-16 1.455702736590994280e-08 4.023963541904279248e-09 1.186675856186286837e-11 2.359289239519222810e-08 4.259627994951370429e-09 1.740058678602931195e-08
1.606000000000000000e+03 1.275039716364458993e-16 2.506634457927111727e-22 6.259912752814155394e-18 2.132284802385967181e-16 1.453588900265748112e-08 4.018275780163055210e-09 1.185024763860507873e-11 2.356007070948739261e-08 4.253805215934796088e-09 1.737721717098805328e-08
1.607000000000000000e+03 1.268840834980125165e-16 2.497205353533094039e-22 6.239775848100807390e-18 2.126607498341657852e-16 1.451479261069005508e-08 4.012599031574900601e-09 1.183375867441582176e-11 2.352731163471941355e-08 4.247993406542998416e-09 1.735389073306980836e-08
1.608000000000000000e+03 1.262789352383819054e-16 2.487796574097738951e-22 6.219689285266534799e-18 2.120947331141088846e-16 1.449373807539242218e-08 4.006933266561984076e-09 1.181729209431838720e-11 2.349461500423042927e-08 4.242192537555589010e-09 1.733060735972802240e-08
1.609000000000000000e+03 1.256884815910634252e-16 2.478411843633858373e-22 6.199658022011636609e-18 2.115304491221095355e-16 1.447272528252445637e-08 4.001278455642428069e-09 1.180084832112242608e-11 2.346198065190067894e-08 4.236402579846556639e-09 1.730736693877538845e-08
1.610000000000000000e+03 1.251126774461581101e-16 2.469054867567303338e-22 6.179686991184250325e-18 2.109679167993543379e-16 1.445175411821965091e-08 3.995634569429941526e-09 1.178442777543442131e-11 2.342940841214641148e-08 4.230623504383909901e-09 1.728416935838245775e-08
1.611000000000000000e+03 1.245514778497361848e-16 2.459729332823587596e-22 6.159781100896352271e-18 2.104071549850223622e-16 1.443082446898373197e-08 3.990001578633453458e-09 1.176803087566807597e-11 2.339689811991785397e-08 4.224855282229319055e-09 1.726101450707627653e-08
1.612000000000000000e+03 1.240048380032168466e-16 2.450438907914082851e-22 6.139945234639161621e-18 2.098481824167718513e-16 1.440993622169319124e-08 3.984379454056748162e-09 1.175165803805470307e-11 2.336444961069718341e-08 4.219097884537756199e-09 1.723790227373906914e-08
1.613000000000000000e+03 1.234724719157147495e-16 2.441187243021783772e-22 6.120184251397985144e-18 2.092910177312244340e-16 1.438908926359387643e-08 3.978768166598105392e-09 1.173530967665351044e-11 2.333206272049648527e-08 4.213351282557140405e-09 1.721483254760686493e-08
1.614000000000000000e+03 1.229543359941439743e-16 2.431977970086648878e-22 6.100502985766481855e-18 2.087356794644469951e-16 1.436828348229956844e-08 3.973167687249938884e-09 1.171898620336186937e-11 2.329973728585573512e-08 4.207615447627982863e-09 1.719180521826817146e-08
1.615000000000000000e+03 1.224503867955954575e-16 2.422814702890516843e-22 6.080906248060371461e-18 2.081821860524310814e-16 1.434751876579056699e-08 3.967577987098429913e-09 1.170268802792550413e-11 2.326747314384080681e-08 4.201890351183036154e-09 1.716882017566264107e-08
1.616000000000000000e+03 1.219605810267418696e-16 2.413701037141605732e-22 6.061398824430564259e-18 2.076305558315700143e-16 1.432679500241228764e-08 3.961999037323180705e-09 1.168641555794867017e-11 2.323527013204144091e-08 4.196175964746941872e-09 1.714587731007974740e-08
1.617000000000000000e+03 1.214846353884122156e-16 2.404640550558589998e-22 6.041985476975750995e-18 2.070808070391332912e-16 1.430611208087385562e-08 3.956430809196847997e-09 1.167016919890422892e-11 2.320312808856927931e-08 4.190472259935879071e-09 1.712297651215744535e-08
1.618000000000000000e+03 1.210225077746799713e-16 2.395636802954261825e-22 6.022670943854409563e-18 2.065329578137391381e-16 1.428546989024672277e-08 3.950873274084796447e-09 1.165394935414371934e-11 2.317104685205587672e-08 4.184779208457220988e-09 1.710011767288089393e-08
1.619000000000000000e+03 1.205739166620936052e-16 2.386693336318782931e-22 6.003459939396287068e-18 2.059870261958242510e-16 1.426486831996326630e-08 3.945326403444737984e-09 1.163775642490736167e-11 2.313902626165070215e-08 4.179096782109185141e-09 1.707730068358110629e-08
1.620000000000000000e+03 1.201388211199076968e-16 2.377813674902515542e-22 5.984357154213294107e-18 2.054430301281112952e-16 1.424430725981541402e-08 3.939790168826386046e-09 1.162159081033399649e-11 2.310706615701921658e-08 4.173424952780487572e-09 1.705452543593367916e-08
1.621000000000000000e+03 1.197171803574740110e-16 2.369001325298454636e-22 5.965367255309888289e-18 2.049009874560741602e-16 1.422378659995327454e-08 3.934264541871102375e-09 1.160545290747099800e-11 2.307516637834087447e-08 4.167763692450002047e-09 1.703179182195747268e-08
1.622000000000000000e+03 1.193087150467285403e-16 2.360259776524245009e-22 5.946494886192882280e-18 2.043609159284009227e-16 1.420330623088375252e-08 3.928749494311550427e-09 1.158934311128412745e-11 2.304332676630719481e-08 4.162112973186420910e-09 1.700909973401333326e-08
1.623000000000000000e+03 1.189133855573743322e-16 2.351592500103796787e-22 5.927744666980727237e-18 2.038228331974542210e-16 1.418286604346920375e-08 3.923244997971345473e-09 1.157326181466733492e-11 2.301154716211980560e-08 4.156472767147903534e-09 1.698644906480278657e-08
1.624000000000000000e+03 1.185309143046773972e-16 2.343002950148494686e-22 5.909121194512244647e-18 2.032867568197295583e-16 1.416246592892605204e-08 3.917751024764712152e-09 1.155720940845251747e-11 2.297982740748853809e-08 4.150843046581748755e-09 1.696383970736678691e-08
1.625000000000000000e+03 1.181612628067526065e-16 2.334494563438015133e-22 5.890629042454829696e-18 2.027527042563115108e-16 1.414210577882346907e-08 3.912267546696138704e-09 1.154118628141922719e-11 2.294816734462949115e-08 4.145223783824054904e-09 1.694127155508441353e-08
1.626000000000000000e+03 1.178043927126063307e-16 2.326070759500731956e-22 5.872272761412116912e-18 2.022206928733271503e-16 1.412178548508200787e-08 3.906794535860035345e-09 1.152519282030433407e-11 2.291656681626309236e-08 4.139614951299379833e-09 1.691874450167162658e-08
1.627000000000000000e+03 1.174597913762467382e-16 2.317734940693736992e-22 5.854056879031113487e-18 2.016907399423974699e-16 1.410150493997226447e-08 3.901331964440393472e-09 1.150922940981162735e-11 2.288502566561224181e-08 4.134016521520408389e-09 1.689625844117997998e-08
1.628000000000000000e+03 1.171276593757990121e-16 2.309490492282460075e-22 5.835985900108807974e-18 2.011628626410867880e-16 1.408126403611355438e-08 3.895879804710444861e-09 1.149329643262138959e-11 2.285354373640035334e-08 4.128428467087622370e-09 1.687381326799536745e-08
1.629000000000000000e+03 1.168077229880099499e-16 2.301340782519898771e-22 5.818064306698248196e-18 2.006370780533495150e-16 1.406106266647257093e-08 3.890438029032324179e-09 1.147739426939990594e-11 2.282212087284950499e-08 4.122850760688963861e-09 1.685140887683678503e-08
1.630000000000000000e+03 1.164997097759460225e-16 2.293289162725456900e-22 5.800296558214103009e-18 2.001134031699749967e-16 1.404090072436207831e-08 3.885006609856734802e-09 1.146152329880894444e-11 2.279075691967857945e-08 4.117283375099510152e-09 1.682904516275506716e-08
1.631000000000000000e+03 1.162035846341182167e-16 2.285338967363399380e-22 5.782687091537700208e-18 1.995918548890298432e-16 1.402077810343958145e-08 3.879585519722610502e-09 1.144568389751517002e-11 2.275945172210131528e-08 4.111726283181140387e-09 1.680672202113165251e-08
1.632000000000000000e+03 1.159190768134820005e-16 2.277493514120914930e-22 5.765240321121546743e-18 1.990724500162983111e-16 1.400069469770602573e-08 3.874174731256782913e-09 1.142987644019951335e-11 2.272820512582450358e-08 4.106179457882212133e-09 1.678443934767733991e-08
