#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
  1776   0.530254E-10  -0.220584E-11   0.591184E-13   0.577061E-10  -0.220584E-11   0.915232E-12   0.797682E-14   0.751259E-14   0.591184E-13   0.797682E-14   0.199488E-08   0.905501E-06   0.577061E-10   0.751259E-14   0.905501E-06   0.308243E-02
  1777   0.529257E-10  -0.215962E-11   0.599069E-13   0.576334E-10  -0.215962E-11   0.911014E-12   0.747637E-14   0.750314E-14   0.599069E-13   0.747637E-14   0.199259E-08   0.904869E-06   0.576334E-10   0.750314E-14   0.904869E-06   0.308201E-02
  1778   0.528231E-10  -0.211357E-11   0.607090E-13   0.575609E-10  -0.211357E-11   0.907075E-12   0.697741E-14   0.749370E-14   0.607090E-13   0.697741E-14   0.199031E-08   0.904237E-06   0.575609E-10   0.749370E-14   0.904237E-06   0.308159E-02
  1779   0.527176E-10  -0.206768E-11   0.615243E-13   0.574885E-10  -0.206768E-11   0.903416E-12   0.647999E-14   0.748428E-14   0.615243E-13   0.647999E-14   0.198803E-08   0.903606E-06   0.574885E-10   0.748428E-14   0.903606E-06   0.308117E-02
  1780   0.526095E-10  -0.202201E-11   0.623527E-13   0.574163E-10  -0.202201E-11   0.900035E-12   0.598415E-14   0.747487E-14   0.623527E-13   0.598415E-14   0.198576E-08   0.902976E-06   0.574163E-10   0.747487E-14   0.902976E-06   0.308075E-02
  1781   0.524985E-10  -0.197653E-11   0.631941E-13   0.573442E-10  -0.197653E-11   0.896931E-12   0.548994E-14   0.746548E-14   0.631941E-13   0.548994E-14   0.198348E-08   0.902347E-06   0.573442E-10   0.746548E-14   0.902347E-06   0.308033E-02
  1782   0.523848E-10  -0.193130E-11   0.640481E-13   0.572723E-10  -0.193130E-11   0.894105E-12   0.499741E-14   0.745611E-14   0.640481E-13   0.499741E-14   0.198122E-08   0.901718E-06   0.572723E-10   0.745611E-14   0.901718E-06   0.307991E-02
  1783   0.522683E-10  -0.188631E-11   0.649147E-13   0.572004E-10  -0.188631E-11   0.891554E-12   0.450658E-14   0.744675E-14   0.649147E-13   0.450658E-14   0.197895E-08   0.901090E-06   0.572004E-10   0.744675E-14   0.901090E-06   0.307949E-02
  1784   0.521493E-10  -0.184158E-11   0.657937E-13   0.571288E-10  -0.184158E-11   0.889276E-12   0.401750E-14   0.743741E-14   0.657937E-13   0.401750E-14   0.197669E-08   0.900463E-06   0.571288E-10   0.743741E-14   0.900463E-06   0.307907E-02
  1785   0.520275E-10  -0.179714E-11   0.666848E-13   0.570572E-10  -0.179714E-11   0.887271E-12   0.353023E-14   0.742809E-14   0.666848E-13   0.353023E-14   0.197444E-08   0.899837E-06   0.570572E-10   0.742809E-14   0.899837E-06   0.307865E-02
  1786   0.519032E-10  -0.175299E-11   0.675879E-13   0.569857E-10  -0.175299E-11   0.885537E-12   0.304480E-14   0.741878E-14   0.675879E-13   0.304480E-14   0.197218E-08   0.899211E-06   0.569857E-10   0.741878E-14   0.899211E-06   0.307823E-02
  1787   0.517764E-10  -0.170917E-11   0.685028E-13   0.569144E-10  -0.170917E-11   0.884072E-12   0.256124E-14   0.740948E-14   0.685028E-13   0.256124E-14   0.196993E-08   0.898586E-06   0.569144E-10   0.740948E-14   0.898586E-06   0.307782E-02
  1788   0.516470E-10  -0.166566E-11   0.694292E-13   0.568432E-10  -0.166566E-11   0.882876E-12   0.207962E-14   0.740020E-14   0.694292E-13   0.207962E-14   0.196769E-08   0.897962E-06   0.568432E-10   0.740020E-14   0.897962E-06   0.307740E-02
  1789   0.515151E-10  -0.162252E-11   0.703671E-13   0.567722E-10  -0.162252E-11   0.881945E-12   0.159997E-14   0.739094E-14   0.703671E-13   0.159997E-14   0.196545E-08   0.897338E-06   0.567722E-10   0.739094E-14   0.897338E-06   0.307698E-02
  1790   0.513808E-10  -0.157973E-11   0.713162E-13   0.567012E-10  -0.157973E-11   0.881279E-12   0.112232E-14   0.738169E-14   0.713162E-13   0.112232E-14   0.196321E-08   0.896715E-06   0.567012E-10   0.738169E-14   0.896715E-06   0.307656E-02
  1791   0.512439E-10  -0.153732E-11   0.722763E-13   0.566304E-10  -0.153732E-11   0.880876E-12   0.646737E-15   0.737245E-14   0.722763E-13   0.646737E-15   0.196097E-08   0.896093E-06   0.566304E-10   0.737245E-14   0.896093E-06   0.307614E-02
  1792   0.511047E-10  -0.149530E-11   0.732473E-13   0.565597E-10  -0.149530E-11   0.880731E-12   0.173248E-15   0.736323E-14   0.732473E-13   0.173248E-15   0.195874E-08   0.895472E-06   0.565597E-10   0.736323E-14   0.895472E-06   0.307572E-02
  1793   0.509632E-10  -0.145369E-11   0.742289E-13   0.564891E-10  -0.145369E-11   0.880846E-12  -0.298099E-15   0.735403E-14   0.742289E-13  -0.298099E-15   0.195651E-08   0.894851E-06   0.564891E-10   0.735403E-14   0.894851E-06   0.307530E-02
  1794   0.508192E-10  -0.141251E-11   0.752209E-13   0.564186E-10  -0.141251E-11   0.881214E-12  -0.767263E-15   0.734484E-14   0.752209E-13  -0.767263E-15   0.195429E-08   0.894231E-06   0.564186E-10   0.734484E-14   0.894231E-06   0.307488E-02
  1795   0.506730E-10  -0.137177E-11   0.762232E-13   0.563482E-10  -0.137177E-11   0.881838E-12  -0.123420E-14   0.733566E-14   0.762232E-13  -0.123420E-14   0.195207E-08   0.893611E-06   0.563482E-10   0.733566E-14   0.893611E-06   0.307446E-02
  1796   0.505244E-10  -0.133147E-11   0.772356E-13   0.562780E-10  -0.133147E-11   0.882712E-12  -0.169887E-14   0.732650E-14   0.772356E-13  -0.169887E-14   0.194985E-08   0.892992E-06   0.562780E-10   0.732650E-14   0.892992E-06   0.307404E-02
  1797   0.503736E-10  -0.129164E-11   0.782579E-13   0.562078E-10  -0.129164E-11   0.883835E-12  -0.216122E-14   0.731735E-14   0.782579E-13  -0.216122E-14   0.194764E-08   0.892374E-06   0.562078E-10   0.731735E-14   0.892374E-06   0.307362E-02
  1798   0.502207E-10  -0.125230E-11   0.792899E-13   0.561378E-10  -0.125230E-11   0.885203E-12  -0.262122E-14   0.730821E-14   0.792899E-13  -0.262122E-14   0.194543E-08   0.891756E-06   0.561378E-10   0.730821E-14   0.891756E-06   0.307320E-02
  1799   0.500656E-10  -0.121344E-11   0.803314E-13   0.560678E-10  -0.121344E-11   0.886815E-12  -0.307882E-14   0.729909E-14   0.803314E-13  -0.307882E-14   0.194323E-08   0.891139E-06   0.560678E-10   0.729909E-14   0.891139E-06   0.307278E-02
  1800   0.499084E-10  -0.117510E-11   0.813823E-13   0.559980E-10  -0.117510E-11   0.888667E-12  -0.353398E-14   0.728998E-14   0.813823E-13  -0.353398E-14   0.194102E-08   0.890522E-06   0.559980E-10   0.728998E-14   0.890522E-06   0.307235E-02
  1801   0.497492E-10  -0.113728E-11   0.824423E-13   0.559283E-10  -0.113728E-11   0.890757E-12  -0.398665E-14   0.728088E-14   0.824423E-13  -0.398665E-14   0.193882E-08   0.889906E-06   0.559283E-10   0.728088E-14   0.889906E-06   0.307193E-02
  1802   0.495881E-10  -0.109999E-11   0.835112E-13   0.558586E-10  -0.109999E-11   0.893082E-12  -0.443680E-14   0.727180E-14   0.835112E-13  -0.443680E-14   0.193663E-08   0.889291E-06   0.558586E-10   0.727180E-14   0.889291E-06   0.307150E-02
  1803   0.494250E-10  -0.106325E-11   0.845888E-13   0.557891E-10  -0.106325E-11   0.895640E-12  -0.488439E-14   0.726273E-14   0.845888E-13  -0.488439E-14   0.193444E-08   0.888676E-06   0.557891E-10   0.726273E-14   0.888676E-06   0.307108E-02
  1804   0.492600E-10  -0.102707E-11   0.856750E-13   0.557197E-10  -0.102707E-11   0.898426E-12  -0.532939E-14   0.725368E-14   0.856750E-13  -0.532939E-14   0.193225E-08   0.888062E-06   0.557197E-10   0.725368E-14   0.888062E-06   0.307065E-02
  1805   0.490932E-10  -0.991457E-12   0.867696E-13   0.556503E-10  -0.991457E-12   0.901438E-12  -0.577177E-14   0.724463E-14   0.867696E-13  -0.577177E-14   0.193007E-08   0.887449E-06   0.556503E-10   0.724463E-14   0.887449E-06   0.307023E-02
  1806   0.489247E-10  -0.956428E-12   0.878723E-13   0.555811E-10  -0.956428E-12   0.904671E-12  -0.621150E-14   0.723561E-14   0.878723E-13  -0.621150E-14   0.192788E-08   0.886836E-06   0.555811E-10   0.723561E-14   0.886836E-06   0.306980E-02
  1807   0.487544E-10  -0.921993E-12   0.889829E-13   0.555120E-10  -0.921993E-12   0.908124E-12  -0.664854E-14   0.722659E-14   0.889829E-13  -0.664854E-14   0.192571E-08   0.886223E-06   0.555120E-10   0.722659E-14   0.886223E-06   0.306937E-02
  1808   0.485824E-10  -0.888161E-12   0.901012E-13   0.554430E-10  -0.888161E-12   0.911791E-12  -0.708287E-14   0.721759E-14   0.901012E-13  -0.708287E-14   0.192353E-08   0.885611E-06   0.554430E-10   0.721759E-14   0.885611E-06   0.306894E-02
  1809   0.484088E-10  -0.854946E-12   0.912271E-13   0.553741E-10  -0.854946E-12   0.915671E-12  -0.751445E-14   0.720860E-14   0.912271E-13  -0.751445E-14   0.192136E-08   0.885000E-06   0.553741E-10   0.720860E-14   0.885000E-06   0.306851E-02
  1810   0.482335E-10  -0.822358E-12   0.923603E-13   0.553053E-10  -0.822358E-12   0.919759E-12  -0.794326E-14   0.719963E-14   0.923603E-13  -0.794326E-14   0.191920E-08   0.884390E-06   0.553053E-10   0.719963E-14   0.884390E-06   0.306808E-02
  1811   0.480567E-10  -0.790406E-12   0.935006E-13   0.552366E-10  -0.790406E-12   0.924051E-12  -0.836925E-14   0.719068E-14   0.935006E-13  -0.836925E-14   0.191703E-08   0.883780E-06   0.552366E-10   0.719068E-14   0.883780E-06   0.306765E-02
  1812   0.478783E-10  -0.759100E-12   0.946478E-13   0.551680E-10  -0.759100E-12   0.928543E-12  -0.879241E-14   0.718174E-14   0.946478E-13  -0.879241E-14   0.191487E-08   0.883171E-06   0.551680E-10   0.718174E-14   0.883171E-06   0.306723E-02
  1813   0.476985E-10  -0.728448E-12   0.958017E-13   0.550996E-10  -0.728448E-12   0.933233E-12  -0.921270E-14   0.717281E-14   0.958017E-13  -0.921270E-14   0.191272E-08   0.882562E-06   0.550996E-10   0.717281E-14   0.882562E-06   0.306680E-02
  1814   0.475173E-10  -0.698461E-12   0.969622E-13   0.550312E-10  -0.698461E-12   0.938117E-12  -0.963008E-14   0.716390E-14   0.969622E-13  -0.963008E-14   0.191056E-08   0.881954E-06   0.550312E-10   0.716390E-14   0.881954E-06   0.306637E-02
  1815   0.473348E-10  -0.669147E-12   0.981289E-13   0.549630E-10  -0.669147E-12   0.943190E-12  -0.100445E-13   0.715501E-14   0.981289E-13  -0.100445E-13   0.190841E-08   0.881347E-06   0.549630E-10   0.715501E-14   0.881347E-06   0.306594E-02
  1816   0.471510E-10  -0.640514E-12   0.993018E-13   0.548949E-10  -0.640514E-12   0.948448E-12  -0.104560E-13   0.714613E-14   0.993018E-13  -0.104560E-13   0.190627E-08   0.880741E-06   0.548949E-10   0.714613E-14   0.880741E-06   0.306551E-02
  1817   0.469660E-10  -0.612573E-12   0.100481E-12   0.548269E-10  -0.612573E-12   0.953889E-12  -0.108645E-13   0.713726E-14   0.100481E-12  -0.108645E-13   0.190413E-08   0.880135E-06   0.548269E-10   0.713726E-14   0.880135E-06   0.306508E-02
  1818   0.467798E-10  -0.585330E-12   0.101665E-12   0.547590E-10  -0.585330E-12   0.959507E-12  -0.112700E-13   0.712842E-14   0.101665E-12  -0.112700E-13   0.190199E-08   0.879530E-06   0.547590E-10   0.712842E-14   0.879530E-06   0.306465E-02
  1819   0.465925E-10  -0.558792E-12   0.102855E-12   0.546912E-10  -0.558792E-12   0.965300E-12  -0.116724E-13   0.711959E-14   0.102855E-12  -0.116724E-13   0.189985E-08   0.878925E-06   0.546912E-10   0.711959E-14   0.878925E-06   0.306422E-02
  1820   0.464040E-10  -0.532968E-12   0.104050E-12   0.546235E-10  -0.532968E-12   0.971261E-12  -0.120717E-13   0.711078E-14   0.104050E-12  -0.120717E-13   0.189772E-08   0.878321E-06   0.546235E-10   0.711078E-14   0.878321E-06   0.306379E-02
  1821   0.462146E-10  -0.507863E-12   0.105251E-12   0.545560E-10  -0.507863E-12   0.977384E-12  -0.124679E-13   0.710198E-14   0.105251E-12  -0.124679E-13   0.189559E-08   0.877718E-06   0.545560E-10   0.710198E-14   0.877718E-06   0.306336E-02
  1822   0.460242E-10  -0.483485E-12   0.106456E-12   0.544886E-10  -0.483485E-12   0.983675E-12  -0.128609E-13   0.709320E-14   0.106456E-12  -0.128609E-13   0.189347E-08   0.877116E-06   0.544886E-10   0.709320E-14   0.877116E-06   0.306293E-02
  1823   0.458329E-10  -0.459842E-12   0.107666E-12   0.544213E-10  -0.459842E-12   0.990123E-12  -0.132508E-13   0.708444E-14   0.107666E-12  -0.132508E-13   0.189134E-08   0.876514E-06   0.544213E-10   0.708444E-14   0.876514E-06   0.306250E-02
  1824   0.456406E-10  -0.436940E-12   0.108880E-12   0.543541E-10  -0.436940E-12   0.996718E-12  -0.136374E-13   0.707570E-14   0.108880E-12  -0.136374E-13   0.188923E-08   0.875913E-06   0.543541E-10   0.707570E-14   0.875913E-06   0.306207E-02
  1825   0.454476E-10  -0.414783E-12   0.110099E-12   0.542871E-10  -0.414783E-12   0.100346E-11  -0.140208E-13   0.706697E-14   0.110099E-12  -0.140208E-13   0.188711E-08   0.875313E-06   0.542871E-10   0.706697E-14   0.875313E-06   0.306164E-02
  1826   0.452538E-10  -0.393377E-12   0.111322E-12   0.542201E-10  -0.393377E-12   0.101036E-11  -0.144010E-13   0.705826E-14   0.111322E-12  -0.144010E-13   0.188500E-08   0.874714E-06   0.542201E-10   0.705826E-14   0.874714E-06   0.306122E-02
  1827   0.450592E-10  -0.372725E-12   0.112548E-12   0.541533E-10  -0.372725E-12   0.101738E-11  -0.147778E-13   0.704957E-14   0.112548E-12  -0.147778E-13   0.188289E-08   0.874115E-06   0.541533E-10   0.704957E-14   0.874115E-06   0.306079E-02
  1828   0.448640E-10  -0.352830E-12   0.113779E-12   0.540867E-10  -0.352830E-12   0.102454E-11  -0.151513E-13   0.704090E-14   0.113779E-12  -0.151513E-13   0.188079E-08   0.873517E-06   0.540867E-10   0.704090E-14   0.873517E-06   0.306037E-02
  1829   0.446683E-10  -0.333698E-12   0.115012E-12   0.540201E-10  -0.333698E-12   0.103184E-11  -0.155214E-13   0.703225E-14   0.115012E-12  -0.155214E-13   0.187868E-08   0.872920E-06   0.540201E-10   0.703225E-14   0.872920E-06   0.305994E-02
  1830   0.444720E-10  -0.315332E-12   0.116250E-12   0.539537E-10  -0.315332E-12   0.103927E-11  -0.158882E-13   0.702361E-14   0.116250E-12  -0.158882E-13   0.187659E-08   0.872324E-06   0.539537E-10   0.702361E-14   0.872324E-06   0.305952E-02
  1831   0.442754E-10  -0.297736E-12   0.117490E-12   0.538874E-10  -0.297736E-12   0.104682E-11  -0.162515E-13   0.701499E-14   0.117490E-12  -0.162515E-13   0.187449E-08   0.871728E-06   0.538874E-10   0.701499E-14   0.871728E-06   0.305909E-02
  1832   0.440783E-10  -0.280911E-12   0.118733E-12   0.538212E-10  -0.280911E-12   0.105448E-11  -0.166115E-13   0.700639E-14   0.118733E-12  -0.166115E-13   0.187240E-08   0.871133E-06   0.538212E-10   0.700639E-14   0.871133E-06   0.305867E-02
  1833   0.438810E-10  -0.264862E-12   0.119980E-12   0.537551E-10  -0.264862E-12   0.106225E-11  -0.169680E-13   0.699780E-14   0.119980E-12  -0.169680E-13   0.187031E-08   0.870539E-06   0.537551E-10   0.699780E-14   0.870539E-06   0.305825E-02
  1834   0.436833E-10  -0.249590E-12   0.121228E-12   0.536892E-10  -0.249590E-12   0.107014E-11  -0.173210E-13   0.698924E-14   0.121228E-12  -0.173210E-13   0.186823E-08   0.869945E-06   0.536892E-10   0.698924E-14   0.869945E-06   0.305782E-02
  1835   0.434854E-10  -0.235096E-12   0.122480E-12   0.536233E-10  -0.235096E-12   0.107813E-11  -0.176705E-13   0.698068E-14   0.122480E-12  -0.176705E-13   0.186615E-08   0.869353E-06   0.536233E-10   0.698068E-14   0.869353E-06   0.305740E-02
  1836   0.432873E-10  -0.221384E-12   0.123733E-12   0.535577E-10  -0.221384E-12   0.108621E-11  -0.180166E-13   0.697215E-14   0.123733E-12  -0.180166E-13   0.186407E-08   0.868761E-06   0.535577E-10   0.697215E-14   0.868761E-06   0.305698E-02
  1837   0.430891E-10  -0.208455E-12   0.124989E-12   0.534921E-10  -0.208455E-12   0.109439E-11  -0.183591E-13   0.696363E-14   0.124989E-12  -0.183591E-13   0.186199E-08   0.868169E-06   0.534921E-10   0.696363E-14   0.868169E-06   0.305656E-02
  1838   0.428909E-10  -0.196311E-12   0.126247E-12   0.534266E-10  -0.196311E-12   0.110266E-11  -0.186980E-13   0.695512E-14   0.126247E-12  -0.186980E-13   0.185992E-08   0.867579E-06   0.534266E-10   0.695512E-14   0.867579E-06   0.305614E-02
  1839   0.426925E-10  -0.184953E-12   0.127506E-12   0.533613E-10  -0.184953E-12   0.111102E-11  -0.190334E-13   0.694664E-14   0.127506E-12  -0.190334E-13   0.185785E-08   0.866989E-06   0.533613E-10   0.694664E-14   0.866989E-06   0.305572E-02
  1840   0.424942E-10  -0.174380E-12   0.128767E-12   0.532961E-10  -0.174380E-12   0.111946E-11  -0.193651E-13   0.693816E-14   0.128767E-12  -0.193651E-13   0.185579E-08   0.866400E-06   0.532961E-10   0.693816E-14   0.866400E-06   0.305530E-02
  1841   0.422961E-10  -0.164592E-12   0.130030E-12   0.532310E-10  -0.164592E-12   0.112798E-11  -0.196933E-13   0.692970E-14   0.130030E-12  -0.196933E-13   0.185373E-08   0.865811E-06   0.532310E-10   0.692970E-14   0.865811E-06   0.305488E-02
  1842   0.420980E-10  -0.155589E-12   0.131294E-12   0.531660E-10  -0.155589E-12   0.113655E-11  -0.200178E-13   0.692126E-14   0.131294E-12  -0.200178E-13   0.185167E-08   0.865223E-06   0.531660E-10   0.692126E-14   0.865223E-06   0.305446E-02
  1843   0.419002E-10  -0.147370E-12   0.132558E-12   0.531011E-10  -0.147370E-12   0.114520E-11  -0.203386E-13   0.691283E-14   0.132558E-12  -0.203386E-13   0.184961E-08   0.864636E-06   0.531011E-10   0.691283E-14   0.864636E-06   0.305404E-02
  1844   0.417026E-10  -0.139936E-12   0.133824E-12   0.530364E-10  -0.139936E-12   0.115392E-11  -0.206558E-13   0.690442E-14   0.133824E-12  -0.206558E-13   0.184756E-08   0.864050E-06   0.530364E-10   0.690442E-14   0.864050E-06   0.305362E-02
  1845   0.415053E-10  -0.133284E-12   0.135091E-12   0.529718E-10  -0.133284E-12   0.116268E-11  -0.209692E-13   0.689602E-14   0.135091E-12  -0.209692E-13   0.184551E-08   0.863464E-06   0.529718E-10   0.689602E-14   0.863464E-06   0.305321E-02
  1846   0.413084E-10  -0.127416E-12   0.136358E-12   0.529073E-10  -0.127416E-12   0.117150E-11  -0.212789E-13   0.688763E-14   0.136358E-12  -0.212789E-13   0.184347E-08   0.862880E-06   0.529073E-10   0.688763E-14   0.862880E-06   0.305279E-02
  1847   0.411120E-10  -0.122328E-12   0.137625E-12   0.528429E-10  -0.122328E-12   0.118037E-11  -0.215848E-13   0.687926E-14   0.137625E-12  -0.215848E-13   0.184142E-08   0.862295E-06   0.528429E-10   0.687926E-14   0.862295E-06   0.305237E-02
  1848   0.409159E-10  -0.118019E-12   0.138893E-12   0.527786E-10  -0.118019E-12   0.118927E-11  -0.218870E-13   0.687090E-14   0.138893E-12  -0.218870E-13   0.183939E-08   0.861712E-06   0.527786E-10   0.687090E-14   0.861712E-06   0.305196E-02
  1849   0.407204E-10  -0.114486E-12   0.140160E-12   0.527145E-10  -0.114486E-12   0.119822E-11  -0.221853E-13   0.686255E-14   0.140160E-12  -0.221853E-13   0.183735E-08   0.861129E-06   0.527145E-10   0.686255E-14   0.861129E-06   0.305154E-02
  1850   0.405254E-10  -0.111728E-12   0.141428E-12   0.526504E-10  -0.111728E-12   0.120720E-11  -0.224799E-13   0.685422E-14   0.141428E-12  -0.224799E-13   0.183532E-08   0.860547E-06   0.526504E-10   0.685422E-14   0.860547E-06   0.305113E-02
  1851   0.403310E-10  -0.109745E-12   0.142695E-12   0.525865E-10  -0.109745E-12   0.121620E-11  -0.227705E-13   0.684590E-14   0.142695E-12  -0.227705E-13   0.183329E-08   0.859965E-06   0.525865E-10   0.684590E-14   0.859965E-06   0.305071E-02
  1852   0.401373E-10  -0.108532E-12   0.143962E-12   0.525227E-10  -0.108532E-12   0.122523E-11  -0.230574E-13   0.683759E-14   0.143962E-12  -0.230574E-13   0.183126E-08   0.859385E-06   0.525227E-10   0.683759E-14   0.859385E-06   0.305030E-02
  1853   0.399442E-10  -0.108087E-12   0.145228E-12   0.524590E-10  -0.108087E-12   0.123429E-11  -0.233403E-13   0.682930E-14   0.145228E-12  -0.233403E-13   0.182924E-08   0.858804E-06   0.524590E-10   0.682930E-14   0.858804E-06   0.304988E-02
  1854   0.397519E-10  -0.108403E-12   0.146493E-12   0.523955E-10  -0.108403E-12   0.124334E-11  -0.236194E-13   0.682102E-14   0.146493E-12  -0.236194E-13   0.182722E-08   0.858225E-06   0.523955E-10   0.682102E-14   0.858225E-06   0.304947E-02
  1855   0.395604E-10  -0.109474E-12   0.147757E-12   0.523320E-10  -0.109474E-12   0.125241E-11  -0.238945E-13   0.681275E-14   0.147757E-12  -0.238945E-13   0.182520E-08   0.857646E-06   0.523320E-10   0.681275E-14   0.857646E-06   0.304905E-02
  1856   0.393699E-10  -0.111298E-12   0.149020E-12   0.522687E-10  -0.111298E-12   0.126148E-11  -0.241658E-13   0.680449E-14   0.149020E-12  -0.241658E-13   0.182319E-08   0.857068E-06   0.522687E-10   0.680449E-14   0.857068E-06   0.304864E-02
  1857   0.391802E-10  -0.113868E-12   0.150281E-12   0.522054E-10  -0.113868E-12   0.127056E-11  -0.244332E-13   0.679625E-14   0.150281E-12  -0.244332E-13   0.182118E-08   0.856491E-06   0.522054E-10   0.679625E-14   0.856491E-06   0.304822E-02
  1858   0.389914E-10  -0.117179E-12   0.151541E-12   0.521423E-10  -0.117179E-12   0.127963E-11  -0.246967E-13   0.678801E-14   0.151541E-12  -0.246967E-13   0.181917E-08   0.855914E-06   0.521423E-10   0.678801E-14   0.855914E-06   0.304781E-02
  1859   0.388036E-10  -0.121226E-12   0.152799E-12   0.520793E-10  -0.121226E-12   0.128869E-11  -0.249564E-13   0.677980E-14   0.152799E-12  -0.249564E-13   0.181717E-08   0.855338E-06   0.520793E-10   0.677980E-14   0.855338E-06   0.304740E-02
  1860   0.386171E-10  -0.126003E-12   0.154055E-12   0.520164E-10  -0.126003E-12   0.129774E-11  -0.252121E-13   0.677159E-14   0.154055E-12  -0.252121E-13   0.181517E-08   0.854762E-06   0.520164E-10   0.677159E-14   0.854762E-06   0.304698E-02
  1861   0.384314E-10  -0.131504E-12   0.155308E-12   0.519536E-10  -0.131504E-12   0.130677E-11  -0.254639E-13   0.676340E-14   0.155308E-12  -0.254639E-13   0.181317E-08   0.854187E-06   0.519536E-10   0.676340E-14   0.854187E-06   0.304657E-02
  1862   0.382470E-10  -0.137721E-12   0.156560E-12   0.518909E-10  -0.137721E-12   0.131577E-11  -0.257117E-13   0.675522E-14   0.156560E-12  -0.257117E-13   0.181118E-08   0.853613E-06   0.518909E-10   0.675522E-14   0.853613E-06   0.304616E-02
  1863   0.380638E-10  -0.144649E-12   0.157808E-12   0.518283E-10  -0.144649E-12   0.132475E-11  -0.259557E-13   0.674705E-14   0.157808E-12  -0.259557E-13   0.180919E-08   0.853039E-06   0.518283E-10   0.674705E-14   0.853039E-06   0.304574E-02
  1864   0.378819E-10  -0.152283E-12   0.159054E-12   0.517658E-10  -0.152283E-12   0.133370E-11  -0.261958E-13   0.673890E-14   0.159054E-12  -0.261958E-13   0.180720E-08   0.852466E-06   0.517658E-10   0.673890E-14   0.852466E-06   0.304533E-02
  1865   0.377011E-10  -0.160614E-12   0.160297E-12   0.517034E-10  -0.160614E-12   0.134260E-11  -0.264319E-13   0.673076E-14   0.160297E-12  -0.264319E-13   0.180521E-08   0.851894E-06   0.517034E-10   0.673076E-14   0.851894E-06   0.304491E-02
  1866   0.375217E-10  -0.169637E-12   0.161537E-12   0.516411E-10  -0.169637E-12   0.135147E-11  -0.266641E-13   0.672263E-14   0.161537E-12  -0.266641E-13   0.180323E-08   0.851322E-06   0.516411E-10   0.672263E-14   0.851322E-06   0.304450E-02
  1867   0.373436E-10  -0.179345E-12   0.162774E-12   0.515789E-10  -0.179345E-12   0.136029E-11  -0.268923E-13   0.671451E-14   0.162774E-12  -0.268923E-13   0.180125E-08   0.850750E-06   0.515789E-10   0.671451E-14   0.850750E-06   0.304409E-02
  1868   0.371670E-10  -0.189727E-12   0.164006E-12   0.515168E-10  -0.189727E-12   0.136907E-11  -0.271167E-13   0.670641E-14   0.164006E-12  -0.271167E-13   0.179928E-08   0.850180E-06   0.515168E-10   0.670641E-14   0.850180E-06   0.304367E-02
  1869   0.369918E-10  -0.200776E-12   0.165236E-12   0.514548E-10  -0.200776E-12   0.137778E-11  -0.273370E-13   0.669832E-14   0.165236E-12  -0.273370E-13   0.179730E-08   0.849610E-06   0.514548E-10   0.669832E-14   0.849610E-06   0.304325E-02
  1870   0.368181E-10  -0.212485E-12   0.166461E-12   0.513929E-10  -0.212485E-12   0.138645E-11  -0.275535E-13   0.669025E-14   0.166461E-12  -0.275535E-13   0.179533E-08   0.849040E-06   0.513929E-10   0.669025E-14   0.849040E-06   0.304284E-02
  1871   0.366459E-10  -0.224844E-12   0.167682E-12   0.513311E-10  -0.224844E-12   0.139505E-11  -0.277660E-13   0.668219E-14   0.167682E-12  -0.277660E-13   0.179337E-08   0.848471E-06   0.513311E-10   0.668219E-14   0.848471E-06   0.304242E-02
  1872   0.364752E-10  -0.237845E-12   0.168899E-12   0.512693E-10  -0.237845E-12   0.140358E-11  -0.279745E-13   0.667414E-14   0.168899E-12  -0.279745E-13   0.179140E-08   0.847903E-06   0.512693E-10   0.667414E-14   0.847903E-06   0.304201E-02
  1873   0.363062E-10  -0.251480E-12   0.170112E-12   0.512077E-10  -0.251480E-12   0.141205E-11  -0.281791E-13   0.666610E-14   0.170112E-12  -0.281791E-13   0.178944E-08   0.847335E-06   0.512077E-10   0.666610E-14   0.847335E-06   0.304159E-02
  1874   0.361387E-10  -0.265740E-12   0.171319E-12   0.511462E-10  -0.265740E-12   0.142044E-11  -0.283797E-13   0.665808E-14   0.171319E-12  -0.283797E-13   0.178749E-08   0.846767E-06   0.511462E-10   0.665808E-14   0.846767E-06   0.304117E-02
  1875   0.359730E-10  -0.280613E-12   0.172522E-12   0.510847E-10  -0.280613E-12   0.142875E-11  -0.285763E-13   0.665007E-14   0.172522E-12  -0.285763E-13   0.178553E-08   0.846200E-06   0.510847E-10   0.665007E-14   0.846200E-06   0.304075E-02
  1876   0.358089E-10  -0.296092E-12   0.173720E-12   0.510234E-10  -0.296092E-12   0.143697E-11  -0.287690E-13   0.664208E-14   0.173720E-12  -0.287690E-13   0.178358E-08   0.845634E-06   0.510234E-10   0.664208E-14   0.845634E-06   0.304033E-02
  1877   0.356466E-10  -0.312166E-12   0.174913E-12   0.509621E-10  -0.312166E-12   0.144512E-11  -0.289577E-13   0.663410E-14   0.174913E-12  -0.289577E-13   0.178163E-08   0.845068E-06   0.509621E-10   0.663410E-14   0.845068E-06   0.303991E-02
